ID;CODIGO_SETOR;ATIVO;NOME_SETOR;ORGAO;LOGRADOURO;NUMERO;COMPLEMENTO;BAIRRO;CIDADE;ESTADO;CEP;TELEFONE;EMAIL
246;013.GESFIN;1;Gerência de Sistemas Financeiros;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77022372;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
247;013.GESITRI;1;Gerência de Sistemas Tributários;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77006268;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
248;013.GESUT;1;Gerência de Substituição Tributária;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77021600;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
249;013.GESOP;1;Gerência de Suporte e Operações;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77006427;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
250;013.GETHO;1;Gerência de Testes e Homologação;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77060034;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
251;013.GETRANS;1;Gerência de Transporte;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77006742;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
252;013.GETEC;1;Gerência de Tribut de Energia e Comunicação;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77020558;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
253;013.GETC;1;Gerência de Tributação de Combustível;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77015318;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
254;013.GETACE;1;Gerência de Tributação do Agron e Com Exterior;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77023407;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
255;013.GEGADM;1;Gerência Geral de Administração;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77249899;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
256;013.MCPPDS;1;Membro Com P Proc Disc Sindicâncias e Revisão;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77020502;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
257;013.OUVFA;1;Ouvidoria Fazendária;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77006128;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
258;013.POSFISBAL;1;Posto Fiscal - Balsa;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;TOCANTINOPOLIS;TO;77900000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
259;013.POFIBEVI;1;Posto Fiscal - Bela Vista;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;SAO MIGUEL DO TOCANTINS;TO;77925000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
260;013.POFIBEI;1;Posto Fiscal - Bezerra I;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;ARRAIAS;TO;77330000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
261;013.POSFISCAS;1;Posto Fiscal - Caseara;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;CASEARA;TO;77680000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
262;013.POFICOMA;1;Posto Fiscal - Couto Magalhaes;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;COUTO MAGALHAES;TO;77750000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
263;013.POFIDUPO;1;Posto Fiscal - Duas Pontes;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;TAGUATINGA;TO;77320000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
264;013.POSFISEST;1;Posto Fiscal - Estreito;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;AGUIARNOPOLIS;TO;77908-000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
265;013.POSFISFIL;1;Posto Fiscal - Filadelfia;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;FILADELFIA;TO;77795000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
266;013.POFIJATO;1;Posto Fiscal - Jau do Tocantins;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;JAU DO TOCANTINS;TO;77450000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
267;013.POSFISLEV;1;Posto Fiscal - Levantado;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;TAGUATINGA;TO;77320000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
268;013.POFINOAL;1;Posto Fiscal - Novo Alegre;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;NOVO ALEGRE;TO;77353000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
269;013.POFIPADA;1;Posto Fiscal - Pau Darco;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PAU DARCO;TO;77785000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
270;013.POFISEGE;1;Posto Fiscal - Serra Geral;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;TAGUATINGA;TO;77320000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
271;013.POSFISTAL;1;Posto Fiscal - Talisma;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;TALISMA;TO;77483000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
272;013.POSFISTRA;1;Posto Fiscal - Transamazonica;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;AUGUSTINOPOLIS;TO;77960000;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
273;013.PRESCONT;1;Presidência do Contencioso Adm Tributário;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77022392;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
274;013.PCPPDS;1;Presidente Com P Proc Disc Sindicâncias e Revisão;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77015433;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
275;013.SEGER2;1;Secretaria-Geral;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77022432;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
276;013.SAF;1;Superintendência de Administração e Finanças;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77020556;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
277;013.SUATRI;1;Superintendência de Administração Tributária;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77001014;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
278;013.SUASJUR;1;Superintendência de Assuntos Jurídicos;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77018522;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
279;013.SUCOLI;1;Superintendência de Compras e Central de Licitação;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77025464;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
280;013.SUCOG;1;Superintendência de Contabilidade Geral;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77016638;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
281;013.SUPEFE;1;Superintendência de Enfret a Frau Fis Estruturadas;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77015288;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
282;013.SUTIF;1;Superintendência de Tecnol e Inov Fazendária;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77006798;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
283;013.SUTES;1;Superintendência do Tesouro Estadual;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77015318;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
284;013.SERCED;1;Servidores Cedidos Externos;Secretaria da Fazenda;atualizar endereço;0;complemento do endereço;CENTRO;PALMAS;TO;77015318;63 - 1234-5678;atualizar_email@sefaz.to.gov.br
